Sr.No.	HEADWORD	GENDER	AMAR	ABCH	ACPH	ACSJ	ACVH
4544	पिण्ड	पुं	2847	3209	x	x	x
4544	गोप	पुं	2847	x	x	x	x
4544	रस	पुं	2847	x	x	x	3209
4544	गोपरस	पुं	x	3209	x	3209	x
4544	शश	पुं	x	3209	x	x	x
4545	डिण्डीर	पुं	2848	3243	x	x	x
4545	अब्धिकफ	पुं	2848	3243	x	x	x
4545	फेन	पुं	2848	3243	x	x	x
4546	बुद्बुद	पुं	x	3244	x	x	x
4546	स्थासक	पुं	x	3244	x	x	x
4547	मर्यादा	स्त्री	x	3245	x	x	x
4547	कूलभू	स्त्री	x	3245	x	x	x
4548	सिन्दूर	क्ली	2849	3204	x	x	x
4548	नागसम्भव	क्ली	2849	x	x	x	x
4548	नागज	क्ली	x	3204	x	x	x
4548	नागरक्त	क्ली	x	3204	x	x	x
4548	शृङ्गारभूषण	क्ली	x	3204	x	x	x
4548	चीनपिष्ट	क्ली	x	3204	x	x	x
4548	शृङ्गार	क्ली	x	x	x	3204	3204
4549	हंसपाद	पुं	x	3205	x	x	x
4549	कुरुविन्द	पुं	x	3205	x	x	x
4549	हिङ्गुल	पुं	x	3205	x	x	x
4549	हिङ्गुलु	पुं	x	x	x	3205	x
4549	हिङ्गुल	पुंक्ली	x	x	x	x	3205
4549	हिङ्गुलु	पुंक्ली	x	x	x	x	3205
4550	नाग	क्ली	2850	3173	x	x	x
4550	सीसक	क्ली	2850	3173	x	x	x
4550	योगेष्ट	क्ली	2850	3173	x	x	x
4550	वप्र	क्ली	2850	3173	x	x	x
4550	सीसपत्रक	क्ली	x	3173	x	x	x
4550	गण्डूपदभव	क्ली	x	3173	x	x	x
4550	सिन्दूरकारण	क्ली	x	3173	x	x	x
4550	वर्ध्र	पुंक्ली	x	3173	x	x	x
4550	स्वर्णारि	क्ली	x	3173	x	x	x
4550	यवनेष्ट	क्ली	x	3173	x	x	x
4550	सुवर्णक	क्ली	x	3173	x	x	x
4550	महाबल	क्ली	x	x	3173	x	x
4550	चीनपिष्ट	क्ली	x	x	3173	x	x
4550	समेलूक	क्ली	x	x	3173	x	x
4550	कृष्ण	क्ली	x	x	3173	x	x
4550	त्रपुबन्धक	क्ली	x	x	3173	x	x
4551	त्रपु	क्ली	2851	3174	x	x	x
4551	पिच्चट	क्ली	2851	3174	x	x	x
4551	रङ्ग	क्ली	2851	3174	x	x	x
4551	वङ्ग	क्ली	2851	3174	x	x	x
4551	स्वर्णज	क्ली	x	3174	x	x	x
4551	नागजीवन	क्ली	x	3174	x	x	x
4551	मृद्वङ्ग	क्ली	x	3174	x	x	x
4551	गुरुपत्र	क्ली	x	3174	x	x	x
4551	चक्रसंज्ञ	क्ली	x	3174	x	x	x
4551	तमर	क्ली	x	3174	x	x	x
4551	नागज	क्ली	x	3174	x	x	x
4551	कस्तीर	क्ली	x	3174	x	x	x
4551	आलीनक	क्ली	x	3174	x	x	x
4551	सिंहल	क्ली	x	3174	x	x	x
4551	श्वेतरूप्य	क्ली	x	x	3174	x	x
4551	शठ	क्ली	x	x	3174	x	x
4551	सलवण	क्ली	x	x	3174	x	x
4551	रजस्	क्ली	x	x	3174	x	x
4551	परास	क्ली	x	x	3174	x	x
4551	मधुक	क्ली	x	x	3174	x	x
4551	ज्येष्ठ	क्ली	x	x	3174	x	x
4551	घन	क्ली	x	x	3174	x	x
4551	मुखभूषण	क्ली	x	x	3174	x	x
4552	कर्पास	पुंक्ली	x	3408	x	x	x
4552	बादर	पुं	x	3408	x	x	x
4552	पिचव्य	पुं	x	3408	x	x	x
4553	पिचु	पुं	2852	3409	x	x	x
4553	तूल	पुं	2852	x	x	x	x
4553	तूलक	पुंक्ली	x	3409	x	x	x
4554	कमलोत्तर	क्ली	2853	3478	x	x	x
4554	कुसुम्भ	क्ली	2853	x	x	x	x
4554	वह्निशिख	क्ली	2853	x	x	x	x
4554	महारजन	क्ली	2853	3478	x	x	x
4554	लट्वा	स्त्री	x	3478	x	x	x
4554	कुसुम्भ	पुंक्ली	x	3478	x	x	x
4555	मेषकम्बल	पुं	2854	x	x	x	x
4555	ऊर्णायु	पुं	2854	2034	x	x	x
4555	कम्बल	पुंस्त्री	x	2034	x	x	x
4555	आविक	पुं	x	2034	x	x	x
4555	औरभ्र	पुं	x	2034	x	x	x
4555	रल्लक	पुं	x	2034	x	x	x
4556	शशोर्ण	क्ली	2855	x	x	x	x
4556	शशलोमन्	क्ली	2855	x	x	x	x
4557	मधु	क्ली	2856	3670	x	x	x
4557	क्षौद्र	क्ली	2856	x	x	x	x
4557	माक्षिक	क्ली	2856	3670	x	x	x
4557	मधु	पुंक्ली	x	x	x	x	3670
4558	मधूच्छिष्ट	क्ली	2857	3671	x	x	x
4558	सिक्थक	क्ली	2857	3671	x	x	x
4559	मनःशिला	स्त्री	2858	3203	x	x	x
4559	मनोगुप्ता	स्त्री	2858	3203	x	x	x
4559	मनोह्वा	स्त्री	2858	3203	x	x	x
4559	नागजिह्विका	स्त्री	2858	3203	x	x	x
4559	नैपाली	स्त्री	2858	x	x	x	3203
4559	कुनटी	स्त्री	2858	3203	x	x	x
4559	गोला	स्त्री	2858	3203	x	x	x
4559	करवीरा	स्त्री	x	3203	x	x	x
4559	नागमाता	स्त्री	x	3203	x	x	x
4559	रोचनी	स्त्री	x	3203	x	x	x
4559	रसनेत्रिका	स्त्री	x	3203	x	x	x
4559	नेपाली	स्त्री	x	3203	x	3203	x
4559	शिला	स्त्री	x	x	x	3203	3203
4560	यवक्षार	पुं	2859	2883	x	x	x
4560	यवाग्रज	पुं	2859	2883	x	x	x
4560	पाक्य	पुं	2859	2883	x	x	x
4560	यवनालज	पुं	x	2883	x	x	x
4561	पाचनक	पुं	x	2884	x	x	x
4561	टङ्कण	पुं	x	2884	x	x	x
4561	मालतीतीरज	पुं	x	2884	x	x	x
4561	लोहश्लेषण	पुं	x	2884	x	x	x
4561	रसशोधन	पुं	x	2884	x	x	x
4561	टङ्कन	पुं	x	x	x	2884	2884
4562	स्वर्जिकाक्षार	पुं	2860	2885	x	x	x
4562	कापोत	क्ली	2860	x	x	x	x
4562	सुखवर्चक	पुं	2860	2885	x	x	x
4562	सौवर्चल	क्ली	2860	x	x	x	x
4562	रुचक	क्ली	2860	x	x	x	x
4562	कापोत	पुं	x	2885	x	x	x
4563	स्वर्जि	स्त्री	x	2886	x	x	x
4563	स्वर्जिका	स्त्री	x	2886	x	x	x
4563	स्रुघ्नी	स्त्री	x	2886	x	x	x
4563	योगवाही	स्त्री	x	2886	x	x	x
4563	सुवर्चिका	स्त्री	x	2886	x	x	x
4564	कर्मभूमि	स्त्री	x	2887	x	x	x
4565	भरतानि	क्लीब	x	2888	x	x	x
4566	ऐरावतानि	क्लीब	x	2889	x	x	x
4567	विदेहाः	पुंब	x	2890	x	x	x
4568	फलभूमि	स्त्री	x	2891	x	x	x
4569	त्वक्क्षीरी	स्त्री	2861	3463	x	x	x
4569	वंशरोचना	स्त्री	2861	3463	x	x	x
4569	तुकाक्षीरी	स्त्री	x	3463	x	x	x
4569	वंशक्षीरी	स्त्री	x	3463	x	x	x
4570	शिग्रुज	क्ली	2862	x	x	x	x
4570	श्वेतमरिच	क्ली	2862	x	x	x	x
4570	श्वेतमरिच	पुं	x	3389	x	x	x
4571	पुन्नाग	पुं	x	3390	x	x	x
4571	सुरपर्णिका	स्त्री	x	3390	x	x	x
4572	मोरट	क्ली	2863	3590	x	x	x
4572	इक्षुमूल	क्ली	x	3590	x	x	x
4573	ग्रन्थिक	क्ली	2864	1306	x	x	x
4573	पिप्पलीमूल	क्ली	2864	x	x	x	x
4573	चटकाशिरस्	क्ली	2864	1306	x	x	x
4573	सर्वग्रन्थिक	क्ली	x	1306	x	x	x
4574	गोलोमी	स्त्री	2865	x	x	x	x
4574	भूतकेश	पुं	2865	x	x	x	x
4575	पत्राङ्ग	क्ली	2866	x	x	x	x
4575	रक्तचन्दन	क्ली	2866	1957	x	x	x
4575	पत्त्राङ्ग	क्ली	x	1957	x	x	x
4575	कुचन्दन	क्ली	x	1957	x	x	x
4575	ताम्रसार	क्ली	x	1957	x	x	x
4575	रञ्जन	क्ली	x	1957	x	x	x
4575	तिलपर्णिका	स्त्री	x	1957	x	x	x
4576	त्रिकटु	क्ली	2867	1307	x	x	x
4576	त्र्यूषण	क्ली	2867	1307	x	x	x
4576	व्योष	क्ली	2867	1307	x	x	x
4576	त्रिकटुक	क्ली	x	x	x	1307	1307
4577	त्रिफला	स्त्री	2868	3434	x	x	x
4577	फलत्रिक	क्ली	2868	x	x	x	x
4578	शूद्र	पुं	2869	2741	x	x	x
4578	अवरवर्ण	पुं	2869	x	x	x	x
4578	वृषल	पुं	2869	2741	x	x	x
4578	जघन्यज	पुं	2869	2741	x	x	x
4578	अन्त्यवर्ण	पुं	x	2741	x	x	x
4578	पद्य	पुं	x	2741	x	x	x
4578	पज्ज	पुं	x	2741	x	x	x
4579	सङ्कीर्ण	पुं	2870	x	x	x	x
4580	मूर्धाभिषिक्त	पुं	x	2742	x	x	x
4581	अम्बष्ठ	पुं	2871	2743	x	x	x
4582	पारशव	पुं	x	2744	x	x	x
4582	निषाद	पुं	x	2744	x	x	x
4583	उग्र	पुं	2872	2746	x	x	x
4584	करण	पुं	x	2747	x	x	x
4585	आयोगव	पुं	x	2748	x	x	x
4586	मागध	पुं	2873	2751	x	x	x
4587	माहिष	पुं	2874	x	x	x	x
4587	माहिष्य	पुं	x	2745	x	x	x
4588	क्षत्तृ	पुं	2875	2749	x	x	x
4589	सूत	पुं	2876	2753	x	x	x
4590	वैदेहक	पुं	2877	2752	x	x	x
4591	रथकार	पुं	2878	x	x	x	x
4591	रथकारक	पुं	x	2754	x	x	x
4592	चण्डाल	पुं	2879	2750	x	x	x
4593	कारु	पुं	2880	2755	x	x	x
4593	शिल्पिन्	पुं	2880	2755	x	x	x
4593	कारिन्	पुं	x	2755	x	x	x
4593	प्रकृति	पुं	x	2755	x	x	x
4594	श्रेणि	पुंस्त्री	2881	2756	x	x	x
4595	कुलक	पुं	2882	x	x	1496	x
4595	कुलश्रेष्ठिन्	पुं	2882	1496	x	x	x
4595	कुलिक	पुं	x	1496	x	x	x
4596	मालाकार	पुं	2883	2758	x	x	x
4596	मालिक	पुं	2883	2758	x	x	x
4596	पुष्पाजीव	पुं	x	2758	x	x	x
4597	पुष्पलावी	स्त्री	x	2759	x	x	x
4597	पुष्पावचायिनी	स्त्री	x	2759	x	x	x
4598	कुम्भकार	पुं	2884	2803	x	x	x
4598	कुलाल	पुं	2884	2803	x	x	x
4598	दण्डभृद्	पुं	x	2803	x	x	x
4598	चक्रजीवक	पुं	x	2803	x	x	x
4599	पलगण्ड	पुं	2885	2824	x	x	x
4599	लेपक	पुं	2885	x	x	2824	2824
4599	लेप्यकृत्	पुं	x	2824	x	x	x
4600	तन्तुवाय	पुं	2886	2792	x	2792	2792
4600	कुविन्द	पुं	2886	2792	x	x	x
4601	तुन्नवाय	पुं	2887	2784	x	x	x
4601	सौचिक	पुं	2887	2784	x	x	x
4602	रङ्गाजीव	पुं	2888	2821	x	x	x
4602	चित्रकर	पुं	2888	x	x	x	2821
4602	तौलकिक	पुं	x	2821	x	x	x
4602	चित्रकृत्	पुं	x	2821	x	x	x
4602	चित्रकार	पुं	x	x	x	2821	x
4602	लिखक	पुं	x	x	x	2821	x
4603	तूलिका	स्त्री	x	2822	x	x	x
4603	कूचिका	स्त्री	x	2822	x	x	x
4604	चित्र	क्ली	x	2823	x	x	x
4604	आलेख्य	क्ली	x	2823	x	x	x
4605	शस्त्रमार्ज	पुं	2889	2804	x	x	x
4605	असिधावक	पुं	2889	2804	x	x	x
4605	शाणाजीव	पुं	x	2804	x	x	x
4605	भ्रमासक्त	पुं	x	2804	x	x	x
4606	धूसर	पुं	x	2805	x	x	x
4606	चाक्रिक	पुं	x	2805	x	x	x
4606	तैलिन्	पुं	x	2805	x	x	x
4606	तैलिक	पुं	x	x	x	2805	x
4606	तिलन्तुद	पुं	x	x	x	2805	2805
4607	पिण्याक	पुं	x	2806	x	x	x
4607	खल	पुं	x	2806	x	x	x
4608	पादकृत्	पुं	2890	x	x	x	x
4608	चर्मकार	पुं	2890	x	x	x	x
4608	पादुकाकृत्	पुं	x	2798	x	x	x
4608	चर्मकृत्	पुं	x	2798	x	x	x
4609	व्योकार	पुं	2891	2815	x	x	x
4609	लोहकारक	पुं	2891	x	x	x	x
4609	कर्मार	पुं	x	2815	x	x	x
4609	लोहकार	पुं	x	2815	x	x	x
4610	कूट	क्ली	x	2816	x	x	x
4610	अयोघन	पुं	x	2816	x	x	x
4611	नाडिन्धम	पुं	2892	2774	x	x	x
4611	स्वर्णकार	पुं	2892	2774	x	x	x
4611	कलाद	पुं	2892	2774	x	x	x
4611	रुक्मकारक	पुं	2892	x	x	x	x
4611	मुष्टिक	पुं	x	2774	x	x	x
4612	शाङ्खिक	पुं	2893	2783	x	x	x
4612	काम्बविक	पुं	2893	2783	x	x	x
4613	शौल्बिक	पुं	2894	x	x	x	x
4613	ताम्रकुट्टक	पुं	2894	2782	x	x	x
4613	शौल्विक	पुं	x	2782	x	x	x
4614	तक्षन्	पुं	2895	2807	x	x	x
4614	वर्धकि	पुं	2895	2807	x	x	x
4614	त्वष्टृ	पुं	2895	2807	x	x	x
4614	रथकार	पुं	2895	x	x	2807	2807
4614	काष्ठतक्ष्	पुं	2895	2807	x	x	x
4614	रथकृत्	पुं	x	2807	x	x	x
4614	स्थपति	पुं	x	2807	x	x	x
4615	ग्रामाधीन	पुं	2896	x	x	x	x
4615	ग्रामतक्ष	पुं	2896	2808	x	x	x
4615	ग्रामायत्त	पुं	x	2808	x	x	x
4616	कौटतक्ष	पुं	2897	2809	x	x	x
4616	अनधीनक	पुं	x	2809	x	x	x
4617	क्षुरिन्	पुं	2898	2826	x	x	x
4617	मुण्डिन्	पुं	2898	x	x	x	x
4617	दिवाकीर्ति	पुं	2898	2826	x	x	x
4617	नापित	पुं	2898	2826	x	x	x
4617	अन्तावसायिन्	पुं	2898	2826	x	x	x
4617	चण्डिल	पुं	x	2826	x	x	x
4617	क्षुरमर्दिन्	पुं	x	2826	x	x	x
4617	मुण्डक	पुं	x	2826	x	x	x
4617	ग्रामणी	पुं	x	x	2826	x	x
4617	भण्डिवाह	पुं	x	x	2826	x	x
4617	क्षौरिक	पुं	x	x	2826	x	x
4617	भाण्डिक	पुं	x	x	2826	x	x
4618	निर्णेजक	पुं	2899	2797	x	x	x
4618	रजक	पुं	2899	2797	x	x	x
4618	धावक	पुं	x	x	x	2797	2797
4619	शौण्डिक	पुं	2900	2760	x	x	x
4619	मण्डहारक	पुं	2900	2760	x	x	x
4619	कल्यपाल	पुं	x	2760	x	x	x
4619	सुराजीविन्	पुं	x	2760	x	x	x
4619	वारिवास	पुं	x	2760	x	x	x
4619	पानवणिज्	पुं	x	2760	x	x	x
4619	ध्वज	पुं	x	2760	x	x	x
4619	ध्वजिन्	पुं	x	2760	x	x	x
4619	आसुतीवल	पुं	x	2760	x	x	x
4620	जाबाल	पुं	2901	2725	x	x	x
4620	अजाजीव	पुं	2901	x	x	x	x
4620	अजजीविक	पुं	x	2725	x	x	x
4621	देवाजीव	पुं	2902	2829	x	x	x
4621	देवल	पुं	2902	2829	x	x	x
4622	माया	स्त्री	2903	2835	x	x	x
4622	शाम्बरी	स्त्री	2903	2835	x	x	x
4623	मायाकार	पुं	2904	2834	x	x	x
4623	प्रतिहारक	पुं	2904	x	x	x	x
4623	प्रातिहारिक	पुं	x	2834	x	x	x
4624	इन्द्रजाल	क्ली	x	2836	x	x	x
4624	कुहुक	क्ली	x	2836	x	x	x
4624	जाल	क्ली	x	2836	x	x	x
4624	कुसृति	स्त्री	x	2836	x	x	x
4624	कुहक	क्ली	x	x	x	x	2836
4625	शैलालिन्	पुं	2905	1070	x	x	x
4625	शैलूष	पुं	2905	1070	x	x	x
4625	जायाजीव	पुं	2905	1070	x	x	x
4625	कृशाश्विन्	पुं	2905	1070	x	x	x
4625	भरत	पुं	2905	1070	x	x	x
4625	नट	पुं	2905	1070	x	x	x
4625	सर्वकेशिन्	पुं	x	1070	x	x	x
4625	भरतपुत्रक	पुं	x	1070	x	x	x
4625	धात्रीपुत्र	पुं	x	1070	x	x	x
4625	रङ्गाजीव	पुं	x	1070	x	x	x
4625	रङ्गावतारक	पुं	x	1070	x	x	x
4626	चारण	पुं	2906	1071	x	x	x
4626	कुशीलव	पुं	2906	1071	x	x	x
4627	मार्दङ्गिक	पुं	2907	2830	x	x	x
4627	मौरजिक	पुं	2907	2830	x	x	x
4628	पाणिवाद	पुं	2908	x	x	x	x
4628	पाणिघ	पुं	2908	2833	x	x	x
4628	पाणिवादक	पुं	x	2833	x	x	x
4629	वेणुध्म	पुं	2909	2832	x	x	x
4629	वैणविक	पुं	2909	2832	x	x	x
4630	वीणावाद	पुं	2910	2831	x	x	x
4630	वैणिक	पुं	2910	2831	x	x	x
4631	जीवान्तक	पुं	2911	2847	x	x	x
4631	शाकुनिक	पुं	2911	2847	x	x	x
4632	वागुरिक	पुं	2912	2840	x	x	x
4632	जालिक	पुं	2912	2840	x	x	x
4633	वैतंसिक	पुं	2913	2848	x	x	x
4633	कौटिक	पुं	2913	2848	x	x	x
4633	मांसिक	पुं	2913	2848	x	x	x
4633	सौनिक	पुं	x	2848	x	x	x
4633	खट्टिक	पुं	x	x	x	2848	2848
4634	सूना	स्त्री	x	2849	x	x	x
4635	भृतक	पुं	2914	x	x	x	x
4635	भृतिभुज्	पुं	2914	x	x	x	x
4635	कर्मकर	पुं	2914	x	x	x	x
4635	वैतनिक	पुं	2914	x	x	x	x
4635	भृतक	त्रि	x	1162	x	x	x
4635	भृतिभुज्	त्रि	x	1162	x	x	x
4635	वैतनिक	त्रि	x	1162	x	x	x
4635	कर्मकर	त्रि	x	1162	x	x	x
4636	वार्तावह	पुं	2915	x	x	x	x
